raw_word;trans;
corazon;корейзон;
mstar;мстар;
mstar;мштар;
carolina;cаролина;
carolina;каролина;
gosh;гош;
thank you;танк йоу;
thank you;санк ю;
naumov;наумов;
naumov;номов;
cellnco;cеллнcо;
cellnco;келлнко;
essentiel;эссентиел;
essentiel;эссентил;
francis;франcис;
francis;франсис;
kobo;кобо;
methode;методе;
methode;мезод;
bnbg;бнбг;
luckycosmetics;лукиcосметиcс;
luckycosmetics;лукикосметикс;
herrera;херрера;
plant;плант;
too cool for;тоо cоол фор;
too cool for;ту кул фор;
imaginaires;имагинаирес;
imaginaires;имаджинэйрес;
anskin;анскин;
instagirl;инстагирл;
instagirl;инштагирл;
the history of;те хистори оф;
the history of;зе хистори оф;
vilhelm;вилхелм;
mades;мадес;
mades;мейдес;
cologne-zation;cологне-затион;
cologne-zation;кологне-зашен;
fitzgerald;фитзгералд;
fitzgerald;фитцгералд;
lab;лаб;
aromase;аромасе;
aromase;аромейз;
toni&guy;тони анд гуй;
toni&guy;тони энд гуи;
fath;фат;
fath;фас;
sylvaine;силваине;
sylvaine;силваин;
orlane;орлане;
orlane;орлейн;
kumano;кумано;
beyonce;беионcе;
beyonce;бионс;
rio;рио;
jul et;джул эт;
nail design;наил десигн;
nail design;наил дезигн;
reistill;реистилл;
anthony;антони;
anthony;анзони;
des;дес;
professional make;профессионал маке;
professional make;профешнал мейк;
tan;тан;
j cat;дж cат;
j cat;дж кат;
harmony gelish;хармони гелиш;
harmony gelish;хармони джелиш;
lutens;лутенс;
lutens;лютенс;
greyl;греил;
greyl;грил;
sarah;сарах;
sarah;сейрах;
tous;тоус;
tous;тус;
barba;барба;
ryoe;риое;
ryoe;рио;
terry de;терри де;
parma;парма;
ledibelle;ледибелле;
neonail;неонаил;
neonail;нинаил;
st.moriz;стмориз;
evidens;эвиденс;
macadamia natural;маcадамиа натурал;
macadamia natural;мейкейдеймиа начюрал;
diva;дива;
linger;лингер;
linger;линджер;
konopka's;конопкас;
a t;а т;
school;шоол;
diva nail;дива наил;
diva nail;дива наиль;
dose;досе;
dose;доз;
creative nail;cреативе наил;
creative nail;критив наил;
frei;фреи;
hansen;хансен;
dashing diva;дашинг дива;
sens;сенс;
benovy;бенови;
marly;марли;
aravia;аравиа;
aravia;арейвиа;
parfumerie;парфумерие;
parfumerie;парфюмерай;
tsubaki;тсубаки;
tsubaki;цубаки;
niveola;нивеола;
niveola;нивила;
luckygift;лукигифт;
luckygift;лукиджифт;
cellcosmet &;cеллcосмет анд;
cellcosmet &;селлкосмет энд;
rootree;роотрее;
rootree;рутре;
ncla los;нcла лос;
ncla los;нкла лос;
stopa;стопа;
narciso;нарcисо;
narciso;нарсизо;
make up;маке уп;
make up;мейк ап;
lacomchir;лаcомчир;
lacomchir;лейкомкир;
chado;чадо;
chado;кейдо;
leonor;леонор;
leonor;линор;
medibeau;медибеау;
medibeau;медибо;
bond;бонд;
moyou;мою;
guam natura;гуам натура;
guam natura;гуам натюра;
hdfreza;хдфреза;
alyson;алисон;
alyson;ализон;
de bruijn;де бруиджн;
de bruijn;де бруижн;
sun;сун;
jimmy;джимми;
aurelia;аурелиа;
aurelia;орелиа;
coop;cооп;
coop;куп;
dolce &;долcе анд;
dolce &;долс энд;
the house of;те хоусе оф;
the house of;зе хаус оф;
karadium;карадиум;
karadium;кейрейдиум;
farmer;фармер;
collistar;cоллистар;
collistar;коллистар;
histoires de;хистоирес де;
histoires de;хистуарес де;
mavala;мавала;
enprani;энпрани;
enprani;энпрейни;
terry;терри;
matsushima;матсушима;
matsushima;мацушима;
jayne;джаине;
jayne;джейн;
carol;cарол;
carol;кейрол;
elements;элементс;
godefroy;годефрой;
godefroy;годефрои;
beaut;беаут;
beaut;бьют;
domix green professional;домих греен профессионал;
domix green professional;домикс грин профешнал;
the spirit;те спирит;
the spirit;зе спирит;
primanails;приманаилс;
primanails;примейнаилс;
nine;нине;
nine;нин;
lazartigue;лазартигуе;
lazartigue;лазартигью;
illamasqua;илламасква;
hashtag;хаштаг;
harizma;харизма;
harizma;хейризма;
kurkdjian;куркдджиан;
kurkdjian;куркдйиан;
cloud;cлоуд;
cloud;клуд;
molto;молто;
artex;артех;
artex;артекс;
bits;битс;
bits;биц;
when;вхен;
when;вен;
saeyang;саеянг;
saeyang;сейианг;
ermenegildo;эрменегилдо;
ermenegildo;эрменеджилдо;
helen;хелен;
village 11;виллаге 11;
village 11;вилладж 11;
palette;палетте;
milatte;милатте;
sarah jessica;сарах джессиcа;
sarah jessica;сейрах джессика;
orly;орли;
biosthetique;биостетикве;
biosthetique;биостхетик;
cell-plus;cелл-плус;
cell-plus;селл-плус;
schlesser;шлессер;
malle;малле;
ferragamo;феррагамо;
milano;милано;
laboratories;лабораториес;
laboratories;лейборейторис;
domix;домих;
domix;домикс;
bob;боб;
demidoff;демидофф;
attar;аттар;
livsi;ливси;
elie;элие;
elie;элай;
orthia;ортиа;
orthia;орзиа;
kanebo;канебо;
mcqueen;мcквеен;
mcqueen;мкквеен;
silver star;силвер стар;
glamglow;гламглов;
glamglow;гламглоу;
piaubert;пиауберт;
smith &;смит анд;
smith &;смис энд;
kerastase;керастасе;
kerastase;керастейз;
igrobeauty;игробеаути;
igrobeauty;игробьюти;
francais;франcаис;
francais;франкаис;
eight &;еигхт анд;
eight &;ейгхт анд;
kur;кур;
uskusi;ускуси;
uskusi;юскюзи;
evidens de;эвиденс де;
hayari;хаяри;
hayari;хейейри;
banila;банила;
welton;велтон;
dear;деар;
dear;дир;
lift;лифт;
aspasia;аспасиа;
aspasia;аспейзиа;
green professional;греен профессионал;
green professional;грин профешнал;
shara;шара;
shara;шейра;
ultimate moroccan;ултимате мороccан;
ultimate moroccan;юлтимейт мороккан;
blistex;блистех;
blistex;блистекс;
profvmo;профвмо;
issey;иссей;
issey;исси;
nasomatto;насоматто;
hype;хипе;
hype;хип;
dunhill;дунхилл;
philip;филип;
philip;пилип;
cult;cулт;
cult;култ;
d&b;д анд б;
d&b;д энд б;
shakira;шакира;
shakira;шейкира;
inside;инсиде;
inside;инсид;
cuccio;cуccио;
cuccio;куччио;
elisha;элиша;
arabia;арабиа;
arabia;арейбиа;
decay;деcай;
decay;декей;
blise;блисе;
blise;близ;
yeon;йеон;
yeon;еон;
four;фоур;
four;фур;
liquides;ликвидес;
grattol;граттол;
united;унитед;
united;юнитед;
formulas;формулас;
formulas;формюлас;
organic naturally;органиc натуралли;
organic naturally;оргейник нейтуролли;
lombok;ломбок;
borodist;бородист;
ayoume;аюме;
ayoume;ейоум;
goti;готи;
aether;аетер;
aether;аезер;
mijin;миджин;
d'beaucer;дбеауcер;
d'beaucer;дбокер;
profumum;профумум;
profumum;профюмум;
g.art;гарт;
colline;cоллине;
colline;коллине;
epil;эпил;
alexander;алехандер;
alexander;александер;
neltes;нелтес;
stephanie de;стефание де;
stephanie de;стефани де;
bene;бене;
bene;бен;
nishane;нишане;
nishane;нишейн;
different;дифферент;
avotte;авотте;
make up for;маке уп фор;
make up for;мейк ап фор;
dr.jart+;дрджарт;
pupa;пупа;
sospiro;соспиро;
profi;профи;
cheng;ченг;
cheng;кенг;
mugler;муглер;
alovivi;аловиви;
redtera;редтера;
oro;оро;
clive;cливе;
clive;клив;
toofruit;тоофруит;
toofruit;туфрюит;
poiyan;поиян;
zarkoperfume;заркоперфуме;
zarkoperfume;заркоперфюм;
the merchant of;те мерчант оф;
the merchant of;зе меркант оф;
orsay;орсай;
orsay;орсей;
natura bio;натура био;
ormonde;ормонде;
ormonde;ормонд;
bottega;боттега;
skinfood;скинфоод;
skinfood;скинфуд;
bruijn;бруиджн;
bruijn;брюиджн;
proud;проуд;
proud;пруд;
laneige;ланеиге;
laneige;лейнеидж;
too cool;тоо cоол;
too cool;ту кул;
christophe;чристофе;
christophe;кристоп;
schwarzkopf;шварзкопф;
schwarzkopf;шварцкопф;
saem;саем;
jie;джие;
jie;джай;
evolut;эволут;
carner;cарнер;
carner;карнер;
histoires;хистоирес;
ibd;ибд;
ecotools;эcотоолс;
ecotools;экотулс;
cutrin;cутрин;
cutrin;кутрин;
winner;виннер;
rainbird;раинбирд;
puf;пуф;
mori;мори;
baekoksen;баекоксен;
jessnail;джесснаил;
kocostar;коcостар;
kocostar;кокостар;
benetton;бенеттон;
f.o.x;фох;
f.o.x;фокс;
hakuichi;хакуичи;
hakuichi;хейкюики;
bruijn - parfum;бруиджн - парфум;
bruijn - parfum;брюиджн - парфюм;
estee;эстее;
estee;эсте;
diaforce;диафорcе;
diaforce;диафорс;
bluesky;блуески;
bluesky;бльюски;
essie;эссие;
sunshine;суншине;
sunshine;суншин;
oud;оуд;
stephanie de bruijn;стефание де бруиджн;
stephanie de bruijn;стефани де бруижн;
atkinsons london;аткинсонс лондон;
unwash;унваш;
unwash;юнваш;
mdoc;мдоc;
mdoc;мдок;
balm;балм;
lunail;лунаил;
lunail;люнаил;
lianail;лианаил;
kodi;коди;
christian;чристиан;
christian;кристиан;
dali;дали;
runail;рунаил;
runail;рюнаил;
tnl;тнл;
mousse;моуссе;
manefit;манефит;
manefit;менефит;
starck;старк;
starck;штарк;
coy;cой;
coy;кои;
naomi;наоми;
professionnel;профессионнел;
professionnel;профешннел;
memo;мемо;
mind;минд;
mind;майнд;
nars;нарс;
nail;наил;
rohto;рохто;
vanedo;ванедо;
vanedo;вейнедо;
novexpert;новехперт;
novexpert;новексперт;
yu.r;йур;
ettang;эттанг;
moraz;мораз;
12 parfumeurs;12 парфумеурс;
traditions;традитионс;
traditions;трейдишенс;
professionals;профессионалс;
professionals;профешналс;
prairie;праирие;
prairie;прэйрай;
esl;эсл;
orto;орто;
dashing;дашинг;
soleo;солео;
soleo;соли;
newgen;невген;
newgen;ньюджен;
tiffany &;тиффани анд;
tiffany &;тиффейни энд;
pipi;пипи;
look nail;лоок наил;
look nail;лук наил;
whoo;вхоо;
whoo;хуо;
artdeco;артдеcо;
artdeco;артдеко;
beauty-free;беаути-фрее;
beauty-free;бьюти-фре;
ric;риc;
ric;рик;
roubloff;роублофф;
roubloff;рублофф;
baviphat;бавифат;
baviphat;бейвипат;
cnd;cнд;
cnd;кнд;
rocknailstar;рокнаилстар;
rocknailstar;рокнаилштар;
ryo;рио;
spirit of;спирит оф;
christina;чристина;
christina;кристина;
majda;маджда;
worthington;вортингтон;
worthington;ворзингтон;
italiana;италиана;
italiana;итейлиана;
beautiful;беаутифул;
beautiful;бьютифул;
generale;генерале;
generale;дженерейл;
ricci;риccи;
ricci;риччи;
beyu;беиу;
beyu;биу;
eutopie;еутопие;
eutopie;евтопай;
envy;энви;
dr.barbara;дрбарбара;
dr.barbara;дрбарбейра;
blumarine;блумарине;
blumarine;блюмейрин;
stafford;стаффорд;
parisi;париси;
ponybrown;понибровн;
ponybrown;пониброун;
no:hj;нохдж;
dirinon;диринон;
yamamoto;ямамото;
accessory;аccессори;
accessory;аксессори;
kure;куре;
kure;кюр;
parfumeurs;парфумеурс;
amundsen;амундсен;
archdale;арчдале;
archdale;архдале;
uno;уно;
uno;юно;
hugo;хуго;
atelier;ателиер;
atelier;ателир;
helena;хелена;
premiere;премиере;
premiere;премьер;
yves saint;ивес саинт;
yves saint;йвес саинт;
min;мин;
ysl;исл;
ysl;йсл;
tokiko;токико;
you;йоу;
you;еу;
trans-dermal®;транс-дермал;
maybelline new;маибеллине нев;
masaki;масаки;
elementi;элементи;
nihilo;нихило;
jeunesse;джеунессе;
jeunesse;жьюнессе;
severina;северина;
klio;клио;
bluesea nail;блуесеа наил;
bluesea nail;бльюси наил;
merchant;мерчант;
merchant;меркант;
liu;лиу;
payot;паиот;
payot;пейот;
katani;катани;
moyou london;мою лондон;
all mask;алл маск;
all mask;ол маск;
flou;флоу;
flou;флу;
deoproce;деопроcе;
deoproce;дипрос;
nu_be;нубе;
nu_be;нюб;
nailtes;наилтес;
colab;cолаб;
colab;колаб;
nirvel;нирвел;
mediheal;медихеал;
mediheal;медихил;
miyake;мияке;
miyake;мияк;
metzger;метзгер;
metzger;метцгер;
nails;наилс;
ncla;нcла;
ncla;нкла;
qvs;квс;
qvs;кфс;
remeque;ремекве;
remeque;ремек;
b.lab;блаб;
everybody;эверибоди;
rastase;растасе;
rastase;растейз;
novella;новелла;
atelier des;ателиер дес;
atelier des;ателир дес;
sillage;силлаге;
sillage;силладже;
basi;баси;
funky;функи;
provocateur;провоcатеур;
provocateur;провокатеур;
ahc;ахc;
ahc;ахк;
- parfum sur;парфум сур;
- parfum sur;парфюм сюр;
misslyn;мисслин;
gli;гли;
nonicare;нониcаре;
nonicare;ноникейр;
pure paw;пуре пав;
pure paw;пюр пов;
italwax;италвах;
italwax;италвакс;
elizavecca;элизавеccа;
elizavecca;элизавецца;
ors;орс;
maghiali;магхиали;
maghiali;магиали;
nirvel professional;нирвел профессионал;
nirvel professional;нирвел профешнал;
elseda;элседа;
fitch;фитч;
fitch;фитх;
homme;хомме;
homme;хомм;
choo;чоо;
choo;ку;
oil;оил;
haruyama;харуяма;
haruyama;харюяма;
cartney;cартней;
cartney;картни;
nyx;них;
nyx;никс;
oldoini;олдоини;
keranove;керанове;
keranove;керейнов;
creative nail design;cреативе наил десигн;
creative nail design;критив наил дезигн;
cannes;cаннес;
cannes;каннес;
cospharm;cосфарм;
cospharm;коспарм;
reasons;реасонс;
winx;винх;
winx;винкс;
beautix;беаутих;
beautix;бьютикс;
nila;нила;
rabanne;рабанне;
rabanne;рейбанн;
nyx professional make;них профессионал маке;
nyx professional make;никс профешнал мейк;
acqua di;аcква ди;
acqua di;акква ди;
bal;бал;
min new;мин нев;
min new;мин нью;
h2o+;х2о;
ezflow;эзфлов;
ezflow;эзфлоу;
nyx professional;них профессионал;
nyx professional;никс профешнал;
mühle;мüхле;
mühle;мюхле;
affinessence;аффинессенcе;
affinessence;аффинессенче;
up for;уп фор;
up for;ап фор;
institut;институт;
institut;инштитут;
canto;cанто;
canto;канто;
l`oreal;лореал;
l`oreal;лореаль;
cnd creative nail;cнд cреативе наил;
cnd creative nail;кнд креативе наил;
milv;милв;
lcn;лcн;
lcn;лкн;
eos;еос;
eos;ис;
innisfree;иннисфрее;
innisfree;иннисфре;
sally;салли;
sally;солли;
zoo;зоо;
levissime;левиссиме;
emilien;эмилиен;
emilien;эмилин;
tabac;табаc;
tabac;тейбак;
the fragrance;те фрагранcе;
the fragrance;тхе фрагранс;
deve;деве;
deve;дев;
bekkali;беккали;
bekkali;беккейли;
chabaud;чабауд;
chabaud;кабод;
dante;данте;
dante;дант;
culti;cулти;
culti;култи;
state of;стате оф;
state of;стейт оф;
look;лоок;
look;лук;
mer;мер;
nesti;нести;
vranjes;вранджес;
dorco;дорcо;
dorco;дорко;
update;упдате;
update;апдейт;
eyenlip;еиенлип;
eyenlip;иенлип;
starpil;старпил;
maybelline;маибеллине;
angeles;ангелес;
angeles;анжелес;
seantree;сеантрее;
seantree;синтре;
bosley;бослей;
bosley;босли;
osis+;осис;
osis+;озис;
yohji;йохджи;
yohji;ехджи;
mielle;миелле;
ecopure;эcопуре;
ecopure;экопюр;
ultimate moroccan argan;ултимате мороccан арган;
ultimate moroccan argan;юлтимейт мороккан арган;
margiela;маргиела;
margiela;марджила;
maxclinic;махcлиниc;
maxclinic;максклиник;
rubelli;рубелли;
pole;поле;
pole;пол;
the plant;те плант;
the plant;зе плант;
genty;генти;
genty;дженти;
moroccan;мороccан;
moroccan;мороккан;
oreal;ореал;
oreal;орил;
baylis&harding;баилис анд хардинг;
baylis&harding;бейлис энд хардинг;
cool for;cоол фор;
cool for;кул фор;
